no_cidade,nome_da_nidade,gid,valor,taxa
"Sumaré","Sumaré","8854","1","1"
"Buenópolis","Buenópolis","10310","1","1"
"São Joaquim da Barra","São Joaquim da Barra","8823","1","1"
"Brejetuba","Brejetuba","11079","4","4"
"Moreno","Moreno","9956","3","3"
"Ouro Verde","Ouro Verde","8663","0","0"
"São Mateus do Sul","São Mateus do Sul","6085","1","1"
"Ibotirama","Ibotirama","7920","3","3"
"Nova Olímpia","Nova Olímpia","5970","0","0"
"Terezópolis de Goiás","Terezópolis de Goiás","7671","1","1"
"Brasília","Brasília","5573","49","49"
"Ponta Grossa","Ponta Grossa","6008","6","6"
"Sertãozinho","Sertãozinho","6800","1","1"
"Jenipapo de Minas","Jenipapo de Minas","10614","2","2"
"Conceição da Barra de Minas","Conceição da Barra de Minas","10376","0","0"
"Rosana","Rosana","8767","3","3"
"Urupês","Urupês","8898","0","0"
"Rio Brilhante","Rio Brilhante","9833","1","1"
"Paranaíta","Paranaíta","7384","0","0"
"Chapada de Areia","Chapada de Areia","8951","0","0"
"Matinhas","Matinhas","6712","0","0"
"Monte Carmelo","Monte Carmelo","10708","1","1"
"Corrente","Corrente","6956","3","3"
"Palmas","Palmas","5980","5","5"
"Irauçuba","Irauçuba","7199","2","2"
"Araporã","Araporã","10252","0","0"
"Coluna","Coluna","10396","1","1"
"Paraíso das Águas","Paraíso das Águas","9826","1","1"
"Pimenteiras","Pimenteiras","7052","2","2"
"Taiobeiras","Taiobeiras","11009","4","4"
"Encruzilhada","Encruzilhada","7885","1","1"
"Maria Helena","Maria Helena","5937","0","0"
"Piatã","Piatã","8059","1","1"
"Serra Azul","Serra Azul","8844","0","0"
"Andaraí","Andaraí","7776","0","0"
"Morro Redondo","Morro Redondo","9533","0","0"
"Viçosa","Viçosa","6593","1","1"
"São Braz do Piauí","São Braz do Piauí","7075","4","4"
"Rio Largo","Rio Largo","10115","4","4"
"São João do Ivaí","São João do Ivaí","6076","1","1"
"Severiano de Almeida","Severiano de Almeida","9704","1","1"
"Banabuiú","Banabuiú","7137","2","2"
"Jaraguá do Sul","Jaraguá do Sul","6266","6","6"
"São Vicente Ferrer","São Vicente Ferrer","9248","6","6"
"Tabuleiro","Tabuleiro","11008","0","0"
"Santo Ângelo","Santo Ângelo","9645","2","2"
"Pedrinhas Paulista","Pedrinhas Paulista","8689","1","1"
"Querência","Querência","7400","4","4"
"Cândido Sales","Cândido Sales","7842","4","4"
"São Simão","São Simão","7663","3","3"
"São Francisco do Oeste","São Francisco do Oeste","6557","0","0"
"Carpina","Carpina","9891","8","8"
"Goianá","Goianá","10522","0","0"
"Lima Duarte","Lima Duarte","10653","0","0"
"Nova Hartz","Nova Hartz","9549","1","1"
"Barcarena","Barcarena","5591","18","18"
"Muqui","Muqui","11116","0","0"
"Porto do Mangue","Porto do Mangue","6539","1","1"
"Ribeira","Ribeira","8750","1","1"
"Três Arroios","Três Arroios","9726","0","0"
"Lajedo do Tabocal","Lajedo do Tabocal","7989","1","1"
"Jardim Alegre","Jardim Alegre","5907","1","1"
"Santana da Boa Vista","Santana da Boa Vista","9639","1","1"
"Santa Helena","Santa Helena","6362","0","0"
"Cortês","Cortês","9900","3","3"
"Itanagra","Itanagra","7950","1","1"
"Ipaporanga","Ipaporanga","7194","2","2"
"Pacatuba","Pacatuba","7734","3","3"
"Cabixi","Cabixi","6820","0","0"
"São Sebastião do Rio Verde","São Sebastião do Rio Verde","10973","0","0"
"Boa Vista do Gurupi","Boa Vista do Gurupi","9087","1","1"
"Caaporã","Caaporã","6634","3","3"
"São João da Paraúna","São João da Paraúna","7657","0","0"
"Senador Sá","Senador Sá","7281","1","1"
"Ouro Preto","Ouro Preto","10750","2","2"
"Jiquiriçá","Jiquiriçá","7976","3","3"
"Putinga","Putinga","9606","1","1"
"Nova Roma","Nova Roma","7604","0","0"
"Conceição de Macabu","Conceição de Macabu","8200","3","3"
"São João","São João","9998","4","4"
"Laguna","Laguna","6274","4","4"
"Marechal Cândido Rondon","Marechal Cândido Rondon","5936","1","1"
"Tramandaí","Tramandaí","9724","5","5"
"Quixaba","Quixaba","9978","3","3"
"Conselheiro Lafaiete","Conselheiro Lafaiete","10413","1","1"
"Bela Vista de Minas","Bela Vista de Minas","10275","0","0"
"Alegrete","Alegrete","9277","6","6"
"Buri","Buri","8362","2","2"
"Itapirapuã","Itapirapuã","7560","2","2"
"Fênix","Fênix","5843","1","1"
"Erval Seco","Erval Seco","9423","1","1"
"São Jerônimo","São Jerônimo","9658","0","0"
"Bela Vista da Caroba","Bela Vista da Caroba","5766","0","0"
"Goianésia do Pará","Goianésia do Pará","5624","9","9"
"Mantena","Mantena","10668","2","2"
"Não-Me-Toque","Não-Me-Toque","9539","1","1"
"Alhandra","Alhandra","6602","6","6"
"Riacho dos Cavalos","Riacho dos Cavalos","6757","3","3"
"Senador Canedo","Senador Canedo","7664","5","5"
"Parecis","Parecis","6859","1","1"
"Bom Jardim","Bom Jardim","8188","0","0"
"Pedra Bela","Pedra Bela","8685","1","1"
"São José dos Campos","São José dos Campos","8828","2","2"
"Realeza","Realeza","6031","1","1"
"Igarapé-Miri","Igarapé-Miri","5627","2","2"
"Pires Ferreira","Pires Ferreira","7258","1","1"
"Santa Cecília","Santa Cecília","6761","0","0"
"Santiago","Santiago","9644","0","0"
"Cavalcante","Cavalcante","7501","2","2"
"São Félix do Xingu","São Félix do Xingu","5693","7","7"
"Salto","Salto","8778","0","0"
"São José da Vitória","São José da Vitória","8121","1","1"
"São José do Rio Pardo","São José do Rio Pardo","8826","4","4"
"São João Evangelista","São João Evangelista","10947","1","1"
"Floresta Azul","Floresta Azul","7895","1","1"
"Novo Mundo","Novo Mundo","7381","1","1"
"Rolador","Rolador","9620","1","1"
"Itaueira","Itaueira","6990","0","0"
"Itatuba","Itatuba","6687","1","1"
"Itararé","Itararé","8536","2","2"
"Rincão","Rincão","8761","0","0"
"Campo Alegre de Goiás","Campo Alegre de Goiás","7493","2","2"
"São Francisco do Sul","São Francisco do Sul","6375","3","3"
"Inhacorá","Inhacorá","9478","0","0"
"Malacacheta","Malacacheta","10663","1","1"
"Mucambo","Mucambo","7235","3","3"
"São Geraldo da Piedade","São Geraldo da Piedade","10929","1","1"
"Piedade de Caratinga","Piedade de Caratinga","10797","1","1"
"Matupá","Matupá","7366","1","1"
"Passo do Sobrado","Passo do Sobrado","9575","1","1"
"Pimenteiras do Oeste","Pimenteiras do Oeste","6860","1","1"
"Serrita","Serrita","10006","4","4"
"Estrela de Alagoas","Estrela de Alagoas","10060","5","5"
"Santana de Cataguases","Santana de Cataguases","10892","0","0"
"Garrafão do Norte","Garrafão do Norte","5623","5","5"
"Bauru","Bauru","8338","7","7"
"Barreiros","Barreiros","9863","0","0"
"Nova Roma do Sul","Nova Roma do Sul","9555","0","0"
"Abelardo Luz","Abelardo Luz","6134","3","3"
"Itaju do Colônia","Itaju do Colônia","7945","1","1"
"Jaboticatubas","Jaboticatubas","10602","1","1"
"Novo Horizonte do Norte","Novo Horizonte do Norte","7382","1","1"
"Formosa do Rio Preto","Formosa do Rio Preto","7896","2","2"
"Nova Mutum","Nova Mutum","7377","3","3"
"Naviraí","Naviraí","9821","0","0"
"Emas","Emas","6673","1","1"
"Vertentes","Vertentes","10029","1","1"
"Jaraguari","Jaraguari","9812","0","0"
"Heitoraí","Heitoraí","7544","0","0"
"Paranaíba","Paranaíba","9827","4","4"
"Seberi","Seberi","9693","3","3"
"Piraquê","Piraquê","9014","1","1"
"Imaruí","Imaruí","6243","3","3"
"Senador José Porfírio","Senador José Porfírio","5702","3","3"
"Cafezal do Sul","Cafezal do Sul","5782","1","1"
"Cristalândia do Piauí","Cristalândia do Piauí","6957","3","3"
"Maribondo","Maribondo","10084","2","2"
"Astorga","Astorga","5759","1","1"
"Capim Grosso","Capim Grosso","7846","4","4"
"Bom Jesus","Bom Jesus","9320","1","1"
"Treze de Maio","Treze de Maio","6406","0","0"
"São João da Serra","São João da Serra","7083","1","1"
"Rio Manso","Rio Manso","10855","0","0"
"Tucumã","Tucumã","5710","3","3"
"Brasília de Minas","Brasília de Minas","10304","1","1"
"Pinheiral","Pinheiral","8234","5","5"
"Nova Odessa","Nova Odessa","8648","2","2"
"Pariquera-Açu","Pariquera-Açu","8677","1","1"
"Peixoto de Azevedo","Peixoto de Azevedo","7388","3","3"
"Juripiranga","Juripiranga","6694","2","2"
"Gilbués","Gilbués","6981","2","2"
"São Borja","São Borja","9653","2","2"
"Reserva","Reserva","6034","1","1"
"Jequitibá","Jequitibá","10617","1","1"
"Sete Barras","Sete Barras","8848","1","1"
"Mato Rico","Mato Rico","5950","0","0"
"Romaria","Romaria","10866","1","1"
"Nova Tebas","Nova Tebas","5974","2","2"
"Monte Alegre do Piauí","Monte Alegre do Piauí","7023","1","1"
"Mato Leitão","Mato Leitão","9522","0","0"
"Santa Maria do Tocantins","Santa Maria do Tocantins","9031","0","0"
"Tamarana","Tamarana","6101","2","2"
"Soure","Soure","5703","4","4"
"Marília","Marília","8597","11","11"
"Verdelândia","Verdelândia","11050","1","1"
"Monte Aprazível","Monte Aprazível","8622","0","0"
"Ouro Preto do Oeste","Ouro Preto do Oeste","6832","2","2"
"Itápolis","Itápolis","8531","2","2"
"Mutunópolis","Mutunópolis","7595","0","0"
"Arroio do Sal","Arroio do Sal","9293","2","2"
"Jacareacanga","Jacareacanga","5633","3","3"
"André da Rocha","André da Rocha","9286","0","0"
"Piranhas","Piranhas","7624","1","1"
"Vera Cruz","Vera Cruz","6592","3","3"
"Gonzaga","Gonzaga","10524","0","0"
"Lavínia","Lavínia","8570","1","1"
"Peabiru","Peabiru","5993","1","1"
"Bela Vista do Maranhão","Bela Vista do Maranhão","9083","1","1"
"Bocaina do Sul","Bocaina do Sul","6170","2","2"
"Quaraí","Quaraí","9607","2","2"
"Renascença","Renascença","6033","0","0"
"Boa Nova","Boa Nova","7807","2","2"
"Campo Limpo Paulista","Campo Limpo Paulista","8380","3","3"
"Dracena","Dracena","8430","7","7"
"Pongaí","Pongaí","8718","0","0"
"Porto Alegre do Piauí","Porto Alegre do Piauí","7057","1","1"
"Porto da Folha","Porto da Folha","7741","1","1"
"Conceição da Feira","Conceição da Feira","7862","1","1"
"Itupiranga","Itupiranga","5632","4","4"
"Novo Lino","Novo Lino","10092","3","3"
"Novo Horizonte","Novo Horizonte","8043","3","3"
"Barra do Bugres","Barra do Bugres","7315","7","7"
"Paineiras","Paineiras","10754","0","0"
"Picuí","Picuí","6736","3","3"
"Meleiro","Meleiro","6293","1","1"
"Alagoinha","Alagoinha","9854","0","0"
"Mombaça","Mombaça","7230","6","6"
"Confins","Confins","10408","0","0"
"Bombinhas","Bombinhas","6171","2","2"
"São José do Sul","São José do Sul","9668","0","0"
"Nazária","Nazária","7028","2","2"
"Cerro Grande","Cerro Grande","9371","1","1"
"Belém","Belém","5592","4","4"
"Limoeiro de Anadia","Limoeiro de Anadia","10078","8","8"
"Martinho Campos","Martinho Campos","10678","1","1"
"Coronel Fabriciano","Coronel Fabriciano","10424","2","2"
"Porto Estrela","Porto Estrela","7397","0","0"
"Uauá","Uauá","8156","1","1"
"Cristalina","Cristalina","7511","4","4"
"Novo Oriente do Piauí","Novo Oriente do Piauí","7031","5","5"
"Serra do Ramalho","Serra do Ramalho","8132","0","0"
"Joaquim Pires","Joaquim Pires","6997","2","2"
"Bom Sucesso","Bom Sucesso","6627","0","0"
"São Lourenço da Serra","São Lourenço da Serra","8829","2","2"
"Santa Teresa","Santa Teresa","11128","3","3"
"Paranapanema","Paranapanema","8673","2","2"
"Riachinho","Riachinho","9024","1","1"
"Ibiá","Ibiá","10545","3","3"
"Florianópolis","Florianópolis","6220","13","13"
"Suzanápolis","Suzanápolis","8856","1","1"
"São João da Fronteira","São João da Fronteira","7082","0","0"
"Mambaí","Mambaí","7577","2","2"
"Aurelino Leal","Aurelino Leal","7791","1","1"
"Coração de Maria","Coração de Maria","7869","0","0"
"Souto Soares","Souto Soares","8142","4","4"
"Vale Verde","Vale Verde","9747","0","0"
"Santa Inês","Santa Inês","9217","13","13"
"Tuparetama","Tuparetama","10025","2","2"
"Belo Campo","Belo Campo","7805","4","4"
"Santo Antônio do Planalto","Santo Antônio do Planalto","9649","0","0"
"Itatiba do Sul","Itatiba do Sul","9487","1","1"
"Ribeira do Piauí","Ribeira do Piauí","7063","3","3"
"Igaratinga","Igaratinga","10554","1","1"
"Teofilândia","Teofilândia","8151","0","0"
"Piratuba","Piratuba","6330","0","0"
"Russas","Russas","7270","14","14"
"Rosário da Limeira","Rosário da Limeira","10867","1","1"
"Olinda","Olinda","9958","2","2"
"Frutal","Frutal","10516","0","0"
"Rafael Godeiro","Rafael Godeiro","6543","1","1"
"Francisco Beltrão","Francisco Beltrão","5854","13","13"
"Santos","Santos","8813","2","2"
"Buriti dos Lopes","Buriti dos Lopes","6928","1","1"
"Siderópolis","Siderópolis","6394","3","3"
"Ouro Verde de Minas","Ouro Verde de Minas","10751","1","1"
"São Bento do Sapucaí","São Bento do Sapucaí","8814","1","1"
"Alvinlândia","Alvinlândia","8288","0","0"
"Guarani de Goiás","Guarani de Goiás","7542","1","1"
"Miranda do Norte","Miranda do Norte","9173","3","3"
"Borá","Borá","8352","0","0"
"Caraíbas","Caraíbas","7847","1","1"
"São João de Iracema","São João de Iracema","8821","1","1"
"Maiquinique","Maiquinique","8003","0","0"
"Boa Vista do Cadeado","Boa Vista do Cadeado","9317","0","0"
"Senador Firmino","Senador Firmino","10985","0","0"
"São José do Xingu","São José do Xingu","7410","1","1"
"Socorro do Piauí","Socorro do Piauí","7103","2","2"
"São Lourenço do Sul","São Lourenço do Sul","9671","2","2"
"São Félix do Coribe","São Félix do Coribe","8116","3","3"
"Consolação","Consolação","10415","0","0"
"Ibiraiaras","Ibiraiaras","9469","1","1"
"Aceguá","Aceguá","9272","0","0"
"Campos Belos","Campos Belos","7495","1","1"
"Ibicaraí","Ibicaraí","7909","5","5"
"Itapevi","Itapevi","8528","3","3"
"Taguatinga","Taguatinga","9045","2","2"
"Lagoa Grande","Lagoa Grande","10641","2","2"
"Bom Jardim de Goiás","Bom Jardim de Goiás","7473","2","2"
"Botucatu","Botucatu","8356","5","5"
"Utinga","Utinga","8165","1","1"
"Salto Veloso","Salto Veloso","6359","0","0"
"Penedo","Penedo","10105","3","3"
"Apiúna","Apiúna","6148","1","1"
"Ipumirim","Ipumirim","6251","1","1"
"Licínio de Almeida","Licínio de Almeida","7994","0","0"
"Ernestina","Ernestina","9420","0","0"
"Botumirim","Botumirim","10302","0","0"
"Tambaú","Tambaú","8864","2","2"
"Marques de Souza","Marques de Souza","9519","0","0"
"Goianinha","Goianinha","6474","1","1"
"Itumirim","Itumirim","10599","0","0"
"Tupanatinga","Tupanatinga","10024","6","6"
"Três Rios","Três Rios","8266","5","5"
"Carneirinho","Carneirinho","10369","2","2"
"Alcantil","Alcantil","6600","1","1"
"Goiatuba","Goiatuba","7538","4","4"
"Nossa Senhora das Dores","Nossa Senhora das Dores","7731","12","12"
"Várzea","Várzea","6815","0","0"
"Pilões","Pilões","6738","2","2"
"Abadia dos Dourados","Abadia dos Dourados","10212","0","0"
"Nepomuceno","Nepomuceno","10727","1","1"
"São Luís de Montes Belos","São Luís de Montes Belos","7658","4","4"
"Niterói","Niterói","8226","8","8"
"Macambira","Macambira","7721","2","2"
"Januária","Januária","10610","3","3"
"Uberlândia","Uberlândia","11035","9","9"
"São José do Goiabal","São José do Goiabal","10956","0","0"
"Jaguaré","Jaguaré","11103","4","4"
"Campo Largo","Campo Largo","5792","7","7"
"Aporé","Aporé","7461","1","1"
"Santo Inácio do Piauí","Santo Inácio do Piauí","7074","0","0"
"Capitólio","Capitólio","10351","0","0"
"Tapiraí","Tapiraí","11012","0","0"
"Altos","Altos","6898","7","7"
"Barra do Rocha","Barra do Rocha","7799","1","1"
"Rio Branco","Rio Branco","7405","0","0"
"Salmourão","Salmourão","8776","1","1"
"Campo Alegre do Fidalgo","Campo Alegre do Fidalgo","6935","0","0"
"Tamboril do Piauí","Tamboril do Piauí","7105","1","1"
"Coqueiro Seco","Coqueiro Seco","10055","1","1"
"Ibirapuã","Ibirapuã","7916","0","0"
"Paraguaçu","Paraguaçu","10763","0","0"
"Catiguá","Catiguá","8398","0","0"
"Nova Canaã do Norte","Nova Canaã do Norte","7376","1","1"
"Capão Bonito","Capão Bonito","8388","4","4"
"Caxambu do Sul","Caxambu do Sul","6195","0","0"
"Santa Bárbara do Leste","Santa Bárbara do Leste","10876","0","0"
"Água Santa","Água Santa","9273","0","0"
"Capetinga","Capetinga","10346","1","1"
"Pérola d'Oeste","Pérola d'Oeste","5996","0","0"
"São Bonifácio","São Bonifácio","6371","0","0"
"Grandes Rios","Grandes Rios","5860","1","1"
"Mariana","Mariana","10672","0","0"
"Marcionílio Souza","Marcionílio Souza","8012","3","3"
"Cruz Machado","Cruz Machado","5825","1","1"
"Nova Prata do Iguaçu","Nova Prata do Iguaçu","5973","1","1"
"Pacoti","Pacoti","7244","0","0"
"Caraá","Caraá","9361","0","0"
"Rancharia","Rancharia","8744","3","3"
"Santa Terezinha","Santa Terezinha","7418","1","1"
"São Sebastião do Paraíso","São Sebastião do Paraíso","10971","2","2"
"Ipiranga do Piauí","Ipiranga do Piauí","6987","1","1"
"Liberdade","Liberdade","10652","0","0"
"Guairaçá","Guairaçá","5862","1","1"
"Descanso","Descanso","6211","1","1"
"Além Paraíba","Além Paraíba","10226","1","1"
"Santa Efigênia de Minas","Santa Efigênia de Minas","10882","1","1"
"São Joaquim de Bicas","São Joaquim de Bicas","10949","3","3"
"Santa Cruz de Monte Castelo","Santa Cruz de Monte Castelo","6054","2","2"
"São João da Barra","São João da Barra","8252","2","2"
"Minador do Negrão","Minador do Negrão","10089","1","1"
"Alto Jequitibá","Alto Jequitibá","10835","0","0"
"Itiquira","Itiquira","7353","3","3"
"Caracol","Caracol","6943","2","2"
"Abreu e Lima","Abreu e Lima","9848","1","1"
"Jerônimo Monteiro","Jerônimo Monteiro","11104","3","3"
"Tiradentes do Sul","Tiradentes do Sul","9721","4","4"
"Cândido Mendes","Cândido Mendes","9101","0","0"
"Nossa Senhora dos Remédios","Nossa Senhora dos Remédios","7030","2","2"
"Ibicuitinga","Ibicuitinga","7189","2","2"
"Coronel Sapucaia","Coronel Sapucaia","9793","1","1"
"Poção","Poção","9974","1","1"
"Pio XII","Pio XII","9199","2","2"
"Aquidabã","Aquidabã","7688","1","1"
"Lagarto","Lagarto","7719","2","2"
"Itapuca","Itapuca","9484","0","0"
"Descalvado","Descalvado","8422","2","2"
"Mogi Guaçu","Mogi Guaçu","8615","12","12"
"Santa Cruz da Baixa Verde","Santa Cruz da Baixa Verde","9989","2","2"
"Magalhães Barata","Magalhães Barata","5638","3","3"
"Carneiros","Carneiros","10051","1","1"
"Potiraguá","Potiraguá","8073","0","0"
"Santa Maria da Boa Vista","Santa Maria da Boa Vista","9992","3","3"
"Joselândia","Joselândia","9151","4","4"
"Coribe","Coribe","7871","5","5"
"Irapuru","Irapuru","8518","1","1"
"Cruzaltense","Cruzaltense","9397","1","1"
"Santa Maria","Santa Maria","9636","1","1"
"Araçu","Araçu","7462","1","1"
"General Câmara","General Câmara","9449","1","1"
"Antonina","Antonina","5748","0","0"
"Santa Cruz de Minas","Santa Cruz de Minas","10879","0","0"
"Jauru","Jauru","7356","2","2"
"Luís Gomes","Luís Gomes","6504","0","0"
"Casa Grande","Casa Grande","10373","0","0"
"Palmeira","Palmeira","6315","1","1"
"Igrapiúna","Igrapiúna","7923","1","1"
"Guiratinga","Guiratinga","7348","1","1"
"São Martinho da Serra","São Martinho da Serra","9675","0","0"
"Barra de Santana","Barra de Santana","6617","2","2"
"Pilõezinhos","Pilõezinhos","6739","0","0"
"Ponto Chique","Ponto Chique","10820","0","0"
"Palmares do Sul","Palmares do Sul","9565","2","2"
"Feira Nova","Feira Nova","9907","5","5"
"Brejo Grande","Brejo Grande","7694","1","1"
"Monte Azul","Monte Azul","10706","2","2"
"Araquari","Araquari","6150","1","1"
"Marcelândia","Marcelândia","7365","2","2"
"Iguape","Iguape","8502","3","3"
"Severiano Melo","Severiano Melo","6577","0","0"
"Ewbank da Câmara","Ewbank da Câmara","10490","0","0"
"Santa Cruz do Capibaribe","Santa Cruz do Capibaribe","9990","5","5"
